nutrient,sex,age,year,Reg_Prov,x,y
Vitamin D,Male,1-3 years,2004,Canada excluding territories,8.15118501409389,0.091496176835605
Vitamin D,Male,1-3 years,2004,Canada excluding territories,8.19121789380234,0.090675903868061
Vitamin D,Male,1-3 years,2004,Canada excluding territories,8.23125077351079,0.089853249212294
Vitamin D,Male,1-3 years,2004,Canada excluding territories,8.27128365321924,0.089029011235284
Vitamin D,Male,1-3 years,2004,Canada excluding territories,8.31131653292769,0.088203184645191
Vitamin D,Male,1-3 years,2004,Canada excluding territories,8.35134941263614,0.087375354048301
Vitamin D,Male,1-3 years,2004,Canada excluding territories,8.39138229234458,0.086546554408817
Vitamin D,Male,1-3 years,2004,Canada excluding territories,8.43141517205303,0.085716862738094
Vitamin D,Male,1-3 years,2004,Canada excluding territories,8.47144805176148,0.084886151090681
Vitamin D,Male,1-3 years,2004,Canada excluding territories,8.51148093146993,0.084054929165728
Vitamin D,Male,1-3 years,2004,Canada excluding territories,8.55151381117838,0.083223422980558
Vitamin D,Male,1-3 years,2004,Canada excluding territories,8.59154669088683,0.08239173060644
Vitamin D,Male,1-3 years,2004,Canada excluding territories,8.63157957059528,0.08156019842672
Vitamin D,Male,1-3 years,2004,Canada excluding territories,8.67161245030372,0.080728977697144
Vitamin D,Male,1-3 years,2004,Canada excluding territories,8.71164533001217,0.07989814234711
Vitamin D,Male,1-3 years,2004,Canada excluding territories,8.75167820972062,0.079068312662742
Vitamin D,Male,1-3 years,2004,Canada excluding territories,8.79171108942907,0.078239423848461
Vitamin D,Male,1-3 years,2004,Canada excluding territories,8.83174396913752,0.077411493865238
Vitamin D,Male,1-3 years,2004,Canada excluding territories,8.87177684884597,0.076585053955166
Vitamin D,Male,1-3 years,2004,Canada excluding territories,8.91180972855441,0.075760469676715
Vitamin D,Male,1-3 years,2004,Canada excluding territories,8.95184260826287,0.074937391778654
Vitamin D,Male,1-3 years,2004,Canada excluding territories,8.99187548797131,0.074115980986861
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.03190836767976,0.073297581079013
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.07194124738821,0.072481203780603
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.11197412709666,0.071666911045064
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.15200700680511,0.070855934157461
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.19203988651356,0.07004799260361
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.232072766222,0.069242609809207
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.27210564593045,0.068440376800477
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.3121385256389,0.067642481449734
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.35217140534735,0.066847580021553
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.3922042850558,0.066055724602894
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.43223716476425,0.065269030604624
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.4722700444727,0.064486048857302
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.51230292418114,0.06370650112481
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.55233580388959,0.062931625418916
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.59236868359804,0.062161866854422
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.63240156330649,0.061395890022891
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.67243444301494,0.060633874760738
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.71246732272339,0.059878509817508
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.75250020243184,0.059127235168006
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.79253308214028,0.05838008628649
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.83256596184873,0.057639088561613
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.87259884155718,0.05690352042064
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.91263172126563,0.05617234319642
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.95266460097408,0.055446363942689
Vitamin D,Male,1-3 years,2004,Canada excluding territories,9.99269748068253,0.054727385923034
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.032730360391,0.054013029011859
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.0727632400994,0.053303319857571
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.1127961198079,0.05260114593884
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.1528289995163,0.051904345709638
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.1928618792248,0.051212385050819
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.2328947589332,0.050526805763979
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.2729276386417,0.049848191806826
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.3129605183501,0.0491745780118
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.3529933980586,0.048506075722269
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.393026277767,0.047846174903852
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.4330591574755,0.047191404526159
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.4730920371839,0.04654177823998
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.5131249168924,0.045899619693247
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.5531577966008,0.045264089196606
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.5931906763093,0.044633798039669
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.6332235560177,0.04400957116536
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.6732564357262,0.043393576959603
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.7132893154346,0.042782887070125
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.7533221951431,0.042177507465826
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.7933550748515,0.041580530638758
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.8333879545599,0.040989606212237
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.8734208342684,0.040404020923691
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.9134537139768,0.039825325889549
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.9534865936853,0.039254227042496
Vitamin D,Male,1-3 years,2004,Canada excluding territories,10.9935194733937,0.0386884645248
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.0335523531022,0.03812804534156
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.0735852328106,0.037576726203697
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.1136181125191,0.037030708512328
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.1536509922275,0.036489984855925
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.193683871936,0.035956781856097
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.2337167516444,0.035430324290325
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.2737496313529,0.034909088639351
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.3137825110613,0.034393774342545
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.3538153907698,0.033886587160053
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.3938482704782,0.033384518989419
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.4338811501867,0.032887554689964
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.4739140298951,0.032398485897775
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.5139469096036,0.031915166161563
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.553979789312,0.031436814224601
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.5940126690205,0.030964740664684
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.6340455487289,0.030499660608042
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.6740784284374,0.030039387593801
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.7141113081458,0.029583900173426
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.7541441878543,0.029136403819335
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.7941770675627,0.028693603628421
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.8342099472712,0.028255405438675
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.8742428269796,0.027823608930396
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.9142757066881,0.02739761991482
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.9543085863965,0.026976036322283
Vitamin D,Male,1-3 years,2004,Canada excluding territories,11.994341466105,0.02655935062765
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.0343743458134,0.026149475880417
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.0744072255219,0.025743803899099
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.1144401052303,0.02534230914625
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.1544729849388,0.02494715339143
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.1945058646472,0.024556685166852
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.2345387443556,0.024170194168054
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.2745716240641,0.023788642699221
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.3146045037725,0.023412690278563
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.354637383481,0.023040525931099
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.3946702631894,0.022672126739712
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.4347031428979,0.022309930973145
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.4747360226063,0.021951468379768
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.5147689023148,0.021596603951382
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.5548017820232,0.021246686390386
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.5948346617317,0.020901375312147
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.6348675414401,0.02055952157523
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.6749004211486,0.020221461904571
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.714933300857,0.019888845436085
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.7549661805655,0.019559576422452
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.7949990602739,0.019233643664748
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.8350319399824,0.018912763893681
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.8750648196908,0.018595762615319
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.9150976993993,0.018282026865314
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.9551305791077,0.017972325493976
Vitamin D,Male,1-3 years,2004,Canada excluding territories,12.9951634588162,0.01766738693468
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.0351963385246,0.017365675985278
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.0752292182331,0.017067189697805
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.1152620979415,0.016774060200238
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.15529497765,0.016484303451303
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.1953278573584,0.016197766263991
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.2353607370669,0.015915661898106
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.2753936167753,0.015637870610838
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.3154264964838,0.015363313124027
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.3554593761922,0.015092277044781
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.3954922559007,0.014826514534963
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.4355251356091,0.014564008169287
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.4755580153176,0.014304760553915
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.515590895026,0.014050449551107
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.5556237747345,0.013800065453085
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.5956566544429,0.013552954119086
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.6356895341513,0.013309848634098
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.6757224138598,0.013071611020187
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.7157552935682,0.012836636525049
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.7557881732767,0.012604921833552
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.7958210529851,0.012378550330758
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.8358539326936,0.012155602994521
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.875886812402,0.011935859455128
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.9159196921105,0.011720438739977
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.9559525718189,0.011509254833051
Vitamin D,Male,1-3 years,2004,Canada excluding territories,13.9959854515274,0.011301165357503
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.0360183312358,0.011096368048772
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.0760512109443,0.010896495360103
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.1160840906527,0.010699546352047
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.1561169703612,0.0105054941358
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.1961498500696,0.010315660060946
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.2361827297781,0.010129126665389
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.2762156094865,0.009945245061625
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.316248489195,0.00976449231918
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.3562813689034,0.009587442769268
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.3963142486119,0.009412741989222
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.4363471283203,0.009240348586969
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.4763800080288,0.00907149368174
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.5164128877372,0.008904814710685
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.5564457674457,0.008740088747275
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.5964786471541,0.008577848009363
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.6365115268626,0.008417914877671
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.676544406571,0.008259557882376
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.7165772862795,0.008102803131539
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.7566101659879,0.007948292049334
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.7966430456964,0.007794982016828
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.8366759254048,0.007642827818557
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.8767088051133,0.007492205952008
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.9167416848217,0.007342680158716
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.9567745645302,0.007193971513375
Vitamin D,Male,1-3 years,2004,Canada excluding territories,14.9968074442386,0.007046157499598
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.0368403239471,0.006899297141084
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.0768732036555,0.006752974436105
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.1169060833639,0.006607159239158
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.1569389630724,0.006462026537742
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.1969718427808,0.006317274245836
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.2370047224893,0.006172846452092
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.2770376021977,0.006028802356866
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.3170704819062,0.005885107150324
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.3571033616146,0.005741652109241
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.3971362413231,0.005598440562441
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.4371691210315,0.005455626909934
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.47720200074,0.005313073519242
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.5172348804484,0.005170792058403
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.5572677601569,0.005028955447167
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.5973006398653,0.004887576503553
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.6373335195738,0.004746606471277
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.6773663992822,0.004606159578676
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.7173992789907,0.004466544911032
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.7574321586991,0.004327562018502
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.7974650384076,0.004189243913403
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.837497918116,0.004052160664678
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.8775307978245,0.003916085562868
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.9175636775329,0.003780971539176
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.9575965572414,0.003647225659914
Vitamin D,Male,1-3 years,2004,Canada excluding territories,15.9976294369498,0.003515147889848
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.0376623166583,0.003384361811378
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.0776951963667,0.003254942158068
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.1177280760752,0.003128033779158
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.1577609557836,0.003002754163728
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.1977938354921,0.002879144285994
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.2378267152005,0.002758098459364
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.277859594909,0.002639470634325
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.3178924746174,0.002522822539845
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.3579253543259,0.002408531290914
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.3979582340343,0.002297587158524
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.4379911137428,0.002188884749114
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.4780239934512,0.002082452644304
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.5180568731596,0.001979737072083
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.5580897528681,0.001879767303634
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.5981226325765,0.001782252519424
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.638155512285,0.001687960045146
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.6781883919934,0.001597271009446
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.7182212717019,0.001509144893699
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.7582541514103,0.001423604360523
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.7982870311188,0.001342483959931
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.8383199108272,0.001263955268196
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.8783527905357,0.001188014726881
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.9183856702441,0.001115759566985
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.9584185499526,0.001046779261917
Vitamin D,Male,1-3 years,2004,Canada excluding territories,16.998451429661,0.000980328815624
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.0384843093695,0.000916745155369
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.0785171890779,0.000857027917098
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.1185500687864,0.000799717735632
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.1585829484948,0.000744795072571
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.1986158282033,0.000693511268921
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.2386487079117,0.000644802318099
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.2786815876202,0.000598299307634
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.3187144673286,0.000554548711865
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.3587473470371,0.000513757172035
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.3987802267455,0.000474955611055
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.438813106454,0.000438115454266
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.4788459861624,0.000404438326162
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.5188788658709,0.000372536671727
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.5589117455793,0.000342358682537
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.5989446252878,0.00031451046844
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.6389775049962,0.000288668222726
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.6790103847047,0.000264307860277
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.7190432644131,0.000241564892622
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.7590761441216,0.000220941771496
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.79910902383,0.000201565585398
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.8391419035385,0.000183407794022
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.8791747832469,0.000167009751075
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.9192076629553,0.000151825064243
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.9592405426638,0.000137642342541
Vitamin D,Male,1-3 years,2004,Canada excluding territories,17.9992734223722,0.000124660039735
Vitamin D,Male,1-3 years,2004,Canada excluding territories,18.0393063020807,0.000112936698308
Vitamin D,Male,1-3 years,2004,Canada excluding territories,18.0793391817891,0.000102020713873
Vitamin D,Male,1-3 years,2004,Canada excluding territories,18.1193720614976,9.18889446465661E-05
Vitamin D,Male,1-3 years,2004,Canada excluding territories,18.159404941206,8.29534463935621E-05
Vitamin D,Male,1-3 years,2004,Canada excluding territories,18.1994378209145,7.46752887338335E-05
Vitamin D,Male,1-3 years,2004,Canada excluding territories,18.2394707006229,6.70157101946089E-05
Vitamin D,Male,1-3 years,2004,Canada excluding territories,18.2795035803314,6.01565766335891E-05
Vitamin D,Male,1-3 years,2004,Canada excluding territories,18.3195364600398,5.3971808010234E-05
Vitamin D,Male,1-3 years,2004,Canada excluding territories,18.3595693397483,4.82654947204775E-05
